-3.904851998317869857e+02 3.454904527923832180e-01 -4.503832048177776048e-01 1.141364110402544041e+00
-3.752399132903458394e+02 -3.581806564204992882e-01 -1.089703692216877462e+00 3.733423793758788301e-01
-3.599938052565503313e+02 8.891637535581005738e-03 -1.039474547802658327e-01 1.217307298514278407e-01
-3.447468757304004612e+02 3.653650509183144907e-02 -8.518474273042936362e-02 1.582577529140922479e-01
-3.294991247118962292e+02 5.107966871475223131e-02 -7.926322930458995497e-02 1.814225667340944037e-01
-3.142505522010374079e+02 5.536957951348240453e-02 -7.235405327356070337e-02 1.830932123005254986e-01
-2.990011581978242248e+02 5.200305195220086135e-02 -6.337268941222087837e-02 1.673787933166226150e-01
-2.837509427022566797e+02 4.332070685467979271e-02 -5.490725611540237666e-02 1.415486698247619690e-01
-2.684999057143347727e+02 3.140231073310856963e-02 -5.113063295610591891e-02 1.139352544223230512e-01
-2.532480472340585038e+02 1.806206849346238957e-02 -5.632331778597412381e-02 9.244745477289889601e-02
-2.379953672614278730e+02 4.843896065390744347e-03 -7.083342111975360345e-02 8.052121325053510081e-02
-2.227418657964426529e+02 -6.983314680331472596e-03 -8.902908344787008321e-02 7.506245408720713108e-02
-2.074875428391030709e+02 -1.643043297620042781e-02 -1.041134858647976003e-01 7.125261991239675852e-02
-1.922323983894093544e+02 -2.279282548595222904e-02 -1.117799103009853440e-01 6.619425932908089283e-02
-1.769764324473610486e+02 -1.535309047611550966e-02 -2.110292727943484936e-01 1.803230918421174500e-01
-1.617196450129583809e+02 -1.412560983235415860e-02 -1.831125269242636078e-01 1.548613072595552698e-01
-1.464620360862011239e+02 -1.928891301131296226e-02 -1.797023599206825362e-01 1.411245338980565978e-01
-1.312036056670897324e+02 2.133238481569502479e-02 -1.455503707532791735e-01 1.882151403846692161e-01
-1.159443537556237516e+02 -4.842737009120680336e-02 -2.835710503673167793e-01 1.867163101849032003e-01
-1.006842803518036362e+02 -5.401089049381060936e-02 -2.722532520157812663e-01 1.642314710281600476e-01
-8.542338545562893160e+01 8.062611049747028802e-02 -1.287361431836232251e-01 2.899883641785637733e-01
-7.016166906709986506e+01 -6.781447277928501736e-03 -1.644519831911715746e-01 1.508890886353145555e-01
-5.489913118621643662e+01 9.797954255797672318e-02 -6.323387888285755820e-02 2.591929639988109768e-01
-3.963577181297864627e+01 -1.460856443288050324e-02 -2.017737197778674829e-01 1.725565909121064834e-01
-2.437159094738649401e+01 -4.256090850772421136e-02 -2.535766629168766384e-01 1.684548459014282018e-01
-9.106588589439752468e+00 -7.917348829041884889e-03 -1.688148282814554146e-01 1.529801306233716518e-01
6.159235260861350980e+00 1.699013208694308968e-02 -2.197373445356456123e-01 2.537176087095318056e-01
2.142588060351681634e+01 4.731807272699897066e-02 -1.671870055759017981e-01 2.618231510298997256e-01
3.669334743852664360e+01 -6.277748431632887427e-02 -2.457918422755434040e-01 1.202368736428856555e-01
5.196163576589083277e+01 -1.217763171988958497e-02 -2.013278592959468205e-01 1.769725958561676471e-01
6.723074558560961123e+01 1.110732072883017021e-02 -2.140247339425532802e-01 2.362393754002136137e-01
8.250067689768252421e+01 -3.071915313857981680e-02 -2.422369472686841385e-01 1.807986409915245118e-01
9.777142970211002648e+01 4.516629275661059040e-02 -1.939892306934786204e-01 2.843218162066997734e-01
1.130430039988916633e+02 4.282199826507454912e-03 -2.347044080904916452e-01 2.432688077435065654e-01
1.283153997880278894e+02 3.310735090184881851e-02 -2.065100987215357509e-01 2.727248005252334018e-01
1.435886170695184774e+02 -6.937221563434620500e-03 -2.062688447271437131e-01 1.923944016002744617e-01
1.588626558433634273e+02 6.492846510913678759e-02 -1.379539324706379744e-01 2.678108626889115773e-01
1.741375161095629664e+02 3.536426641897090495e-02 -1.543623515118819345e-01 2.250908843498237721e-01
1.894131978681166402e+02 6.583721309109784314e-02 -1.532880620631612012e-01 2.849624882453568597e-01
2.046897011190249032e+02 2.674219684580276049e-02 -1.660859106396493090e-01 2.195703043312548230e-01
2.199670258622873007e+02 8.402108904153840485e-02 -1.559665027816672378e-01 3.240086808647440475e-01
2.352451720979042875e+02 -3.816942061666320912e-02 -2.986832422485931615e-01 2.223444010152667294e-01
2.505241398258758636e+02 6.445970677591013331e-02 -1.259262438924452221e-01 2.548456574442654610e-01
2.658039290462015742e+02 7.062706293472800767e-02 -1.828789454707554218e-01 3.241330713402114094e-01
2.810845397588816468e+02 6.270100349854613618e-04 -1.906984390747631930e-01 1.919524591447341333e-01
2.963659719639163086e+02 -2.618504426353825132e-02 -2.595721254894683416e-01 2.072020369623918112e-01
3.116482256613051049e+02 2.307669953224457393e-02 -2.415423582272177572e-01 2.876957572917068773e-01
3.269313008510484906e+02 -1.200246448187188399e-03 -2.217079934384216799e-01 2.193075005420472845e-01
3.422151975331462381e+02 -8.447709384065674176e-02 -2.844120784220163234e-01 1.154578907407028121e-01
3.574999157075985750e+02 5.250543255220841560e-02 -1.921399883392328201e-01 2.971508534436496651e-01
3.727854553744048189e+02 -4.513295688806000933e-02 -2.063459472165309894e-01 1.160800334404109568e-01
3.880718165335656522e+02 -4.170142105099369258e-03 -1.933849589167464245e-01 1.850446747065477016e-01
4.033589991850813021e+02 -1.038847281059665680e-02 -2.119872281398774427e-01 1.912102825186841326e-01
4.186470033289506318e+02 -8.348267159405033111e-02 -2.754430874231479920e-01 1.084777442350473159e-01
4.339358289651750056e+02 4.500303004086571301e-02 -1.186326209448181207e-01 2.086386810265495328e-01
4.492254760937530591e+02 -2.554030147791985783e-02 -1.715369035931942621e-01 1.204563006373545464e-01
4.645159447146861567e+02 4.319074431770702355e-02 -1.255549794634829019e-01 2.119364680988969629e-01
4.798072348279738435e+02 -1.009296986415628289e-01 -3.151679688511572208e-01 1.133085715680315769e-01
4.950993464336152101e+02 9.527268076339311803e-03 -1.640675545620975118e-01 1.831220907147761146e-01
5.103922795316111660e+02 1.098641808711946916e-02 -2.147244705671425280e-01 2.366973067413814802e-01
5.256860341219617112e+02 -1.980637796151130114e-02 -2.035818264867995941e-01 1.639690705637769919e-01
5.409806102046668457e+02 4.872937564883313144e-02 -1.885025621352540148e-01 2.859613134329203055e-01
5.562760077797261147e+02 -2.242495836514003804e-02 -2.082412723819080380e-01 1.633913556516279897e-01
5.715722268471395182e+02 2.787577583835813139e-02 -1.880489168943831613e-01 2.438004685710994102e-01
5.868692674069079658e+02 2.942224000065946435e-02 -1.974421030634262719e-01 2.562865830647452214e-01
6.021671294590305479e+02 4.908735931666650953e-02 -1.691339857730722596e-01 2.673087044064053064e-01
6.174658130035068098e+02 -4.769644413321131454e-02 -2.192297849130233067e-01 1.238368966466006915e-01
6.327653180403385704e+02 4.599656108756997736e-02 -1.848386717962622328e-01 2.768317939714021736e-01
6.480656445695240109e+02 -6.058824202810417225e-02 -2.858892504187630079e-01 1.647127663625546912e-01
6.633667925910640406e+02 -3.655883926871605905e-04 -2.222926737481444037e-01 2.215614969627700825e-01
6.786687621049586596e+02 -7.907401574350976514e-02 -3.658872556258753184e-01 2.077392241388558158e-01
6.939715531112069584e+02 2.567613998406925030e-02 -2.206973490521636494e-01 2.720496290203021639e-01
7.092751656098107560e+02 -5.945871735016713955e-02 -2.354293070509830277e-01 1.165118723506487486e-01
7.245795996007682334e+02 -1.589108050894687610e-02 -1.949531382916484257e-01 1.631709772737546527e-01
7.398848550840803000e+02 -5.015936929839225067e-02 -2.350083921500710771e-01 1.346896535532866035e-01
7.551909320597465012e+02 -1.750440373511686146e-02 -2.663898140897312805e-01 2.313810066194975368e-01
7.704978305277672916e+02 -4.127655519945036718e-03 -2.262293652805961452e-01 2.179740542407060666e-01
7.858055504881426714e+02 -1.849833949131106381e-02 -2.269751110505586755e-01 1.899784320679365202e-01
8.011140919408721857e+02 4.757379570315198314e-02 -1.327307865836155065e-01 2.278783779899194728e-01
8.164234548859558345e+02 1.687089415443871962e-02 -2.040262345849209735e-01 2.377680228937983919e-01
8.317336393233945273e+02 7.350222631519649774e-02 -9.130318043520997684e-02 2.383076330656029862e-01
8.470446452531878094e+02 7.531576874424074364e-02 -1.327625846202354909e-01 2.833941221087170059e-01
8.623564726753347713e+02 -1.870301851100403603e-02 -2.002291607211195978e-01 1.628231236991115327e-01
8.776691215898363225e+02 8.364149097379401654e-02 -9.953317949791630481e-02 2.668161614455043518e-01
8.929825919966920083e+02 6.021556554000444955e-02 -1.145364685547255457e-01 2.349675996347344586e-01
9.082968838959022833e+02 7.444959250360570768e-02 -9.690117399732266212e-02 2.458003590045340636e-01
